Data,Temperatura,Humidade,Temp_Change,Humidity_Change,Cluster,Cluster_Name
2023-01-08 21:00:00-03:00,26.8,83.1,-0.1999999999999993,2.0,0,Stable Weather
2023-01-08 22:00:00-03:00,26.7,83.5,-0.10000000000000142,0.4000000000000057,0,Stable Weather
2023-01-08 23:00:00-03:00,26.4,85.4,-0.3000000000000007,1.9000000000000057,1,Humid Region
2023-01-09 00:00:00-03:00,25.8,88.0,-0.5999999999999979,2.5999999999999943,1,Humid Region
2023-01-09 01:00:00-03:00,24.4,94.1,-1.4000000000000021,6.099999999999994,1,Humid Region
2023-01-09 02:00:00-03:00,23.9,95.8,-0.5,1.7000000000000028,1,Humid Region
2023-01-09 03:00:00-03:00,23.3,97.4,-0.5999999999999979,1.6000000000000085,1,Humid Region
2023-01-09 04:00:00-03:00,23.0,98.0,-0.3000000000000007,0.5999999999999943,1,Humid Region
2023-01-09 05:00:00-03:00,23.0,98.0,0.0,0.0,1,Humid Region
2023-01-09 06:00:00-03:00,25.1,91.4,2.1000000000000014,-6.599999999999994,2,Rapid Change Zone
2023-01-09 07:00:00-03:00,28.8,78.6,3.6999999999999993,-12.800000000000011,2,Rapid Change Zone
2023-01-09 08:00:00-03:00,30.1,72.9,1.3000000000000007,-5.699999999999989,2,Rapid Change Zone
2023-01-09 09:00:00-03:00,30.0,73.4,-0.10000000000000142,0.5,0,Stable Weather
2023-01-09 10:00:00-03:00,30.5,71.4,0.5,-2.0,0,Stable Weather
2023-01-09 11:00:00-03:00,30.4,71.4,-0.10000000000000142,0.0,0,Stable Weather
2023-01-09 12:00:00-03:00,30.2,72.6,-0.1999999999999993,1.1999999999999886,0,Stable Weather
2023-01-09 13:00:00-03:00,30.7,68.4,0.5,-4.199999999999989,0,Stable Weather
2023-01-09 14:00:00-03:00,30.3,69.6,-0.3999999999999986,1.1999999999999886,0,Stable Weather
2023-01-09 15:00:00-03:00,29.9,71.8,-0.40000000000000213,2.200000000000003,0,Stable Weather
2023-01-09 16:00:00-03:00,29.3,73.9,-0.5999999999999979,2.1000000000000085,0,Stable Weather
2023-01-09 17:00:00-03:00,27.8,78.0,-1.5,4.099999999999994,0,Stable Weather
2023-01-09 18:00:00-03:00,27.4,80.2,-0.40000000000000213,2.200000000000003,0,Stable Weather
2023-01-09 19:00:00-03:00,27.3,81.3,-0.09999999999999787,1.0999999999999943,0,Stable Weather
2023-01-09 20:00:00-03:00,27.1,81.6,-0.1999999999999993,0.29999999999999716,0,Stable Weather
2023-01-09 21:00:00-03:00,26.9,82.0,-0.20000000000000284,0.4000000000000057,0,Stable Weather
2023-01-09 22:00:00-03:00,26.8,82.8,-0.09999999999999787,0.7999999999999972,0,Stable Weather
2023-01-09 23:00:00-03:00,26.5,85.2,-0.3000000000000007,2.4000000000000057,1,Humid Region
2023-01-10 00:00:00-03:00,25.8,88.2,-0.6999999999999993,3.0,1,Humid Region
2023-01-10 01:00:00-03:00,25.2,89.6,-0.6000000000000014,1.3999999999999915,1,Humid Region
2023-01-10 02:00:00-03:00,24.0,95.2,-1.1999999999999993,5.6000000000000085,1,Humid Region
2023-01-10 03:00:00-03:00,23.4,96.9,-0.6000000000000014,1.7000000000000028,1,Humid Region
2023-01-10 04:00:00-03:00,23.1,97.8,-0.29999999999999716,0.8999999999999915,1,Humid Region
2023-01-10 05:00:00-03:00,23.3,97.4,0.1999999999999993,-0.3999999999999915,1,Humid Region
2023-01-10 06:00:00-03:00,26.3,86.6,3.0,-10.800000000000011,2,Rapid Change Zone
2023-01-10 07:00:00-03:00,28.9,74.9,2.599999999999998,-11.699999999999989,2,Rapid Change Zone
2023-01-10 08:00:00-03:00,30.2,69.0,1.3000000000000007,-5.900000000000006,2,Rapid Change Zone
2023-01-10 09:00:00-03:00,30.6,67.6,0.40000000000000213,-1.4000000000000057,0,Stable Weather
2023-01-10 10:00:00-03:00,30.9,66.5,0.29999999999999716,-1.0999999999999943,0,Stable Weather
2023-01-10 11:00:00-03:00,30.8,66.5,-0.09999999999999787,0.0,0,Stable Weather
2023-01-10 12:00:00-03:00,31.1,66.9,0.3000000000000007,0.4000000000000057,0,Stable Weather
2023-01-10 13:00:00-03:00,30.8,68.8,-0.3000000000000007,1.8999999999999915,0,Stable Weather
2023-01-10 14:00:00-03:00,30.7,69.1,-0.10000000000000142,0.29999999999999716,0,Stable Weather
2023-01-10 15:00:00-03:00,30.0,71.1,-0.6999999999999993,2.0,0,Stable Weather
2023-01-10 16:00:00-03:00,28.8,76.5,-1.1999999999999993,5.400000000000006,0,Stable Weather
2023-01-10 17:00:00-03:00,27.8,80.6,-1.0,4.099999999999994,0,Stable Weather
2023-01-10 18:00:00-03:00,27.4,82.5,-0.40000000000000213,1.9000000000000057,0,Stable Weather
2023-01-10 19:00:00-03:00,27.3,81.4,-0.09999999999999787,-1.0999999999999943,0,Stable Weather
2023-01-10 20:00:00-03:00,27.1,82.4,-0.1999999999999993,1.0,0,Stable Weather
2023-01-10 21:00:00-03:00,26.8,84.7,-0.3000000000000007,2.299999999999997,0,Stable Weather
2023-01-10 22:00:00-03:00,26.4,86.6,-0.40000000000000213,1.8999999999999915,1,Humid Region
2023-01-10 23:00:00-03:00,26.0,88.0,-0.3999999999999986,1.4000000000000057,1,Humid Region
2023-01-11 00:00:00-03:00,26.2,86.3,0.1999999999999993,-1.7000000000000028,1,Humid Region
2023-01-11 01:00:00-03:00,26.4,85.6,0.1999999999999993,-0.7000000000000028,0,Stable Weather
2023-01-11 02:00:00-03:00,26.4,85.7,0.0,0.10000000000000853,1,Humid Region
2023-01-11 03:00:00-03:00,25.7,87.8,-0.6999999999999993,2.0999999999999943,1,Humid Region
2023-01-11 04:00:00-03:00,24.3,95.6,-1.3999999999999986,7.799999999999997,1,Humid Region
2023-01-11 05:00:00-03:00,23.9,97.3,-0.40000000000000213,1.7000000000000028,1,Humid Region
2023-01-11 06:00:00-03:00,24.1,97.8,0.20000000000000284,0.5,1,Humid Region
2023-01-11 07:00:00-03:00,25.0,94.1,0.8999999999999986,-3.700000000000003,1,Humid Region
2023-01-11 08:00:00-03:00,27.4,85.0,2.3999999999999986,-9.099999999999994,2,Rapid Change Zone
2023-01-11 09:00:00-03:00,29.0,77.0,1.6000000000000014,-8.0,2,Rapid Change Zone
2023-01-11 10:00:00-03:00,29.0,74.8,0.0,-2.200000000000003,0,Stable Weather
2023-01-11 11:00:00-03:00,28.8,74.7,-0.1999999999999993,-0.09999999999999432,0,Stable Weather
2023-01-11 12:00:00-03:00,29.0,73.2,0.1999999999999993,-1.5,0,Stable Weather
2023-01-11 13:00:00-03:00,29.9,70.1,0.8999999999999986,-3.1000000000000085,0,Stable Weather
2023-01-11 14:00:00-03:00,29.7,71.0,-0.1999999999999993,0.9000000000000057,0,Stable Weather
2023-01-11 15:00:00-03:00,29.7,71.5,0.0,0.5,0,Stable Weather
2023-01-11 16:00:00-03:00,28.9,75.3,-0.8000000000000007,3.799999999999997,0,Stable Weather
2023-01-11 17:00:00-03:00,27.6,78.9,-1.2999999999999972,3.6000000000000085,0,Stable Weather
2023-01-11 18:00:00-03:00,27.2,79.6,-0.40000000000000213,0.6999999999999886,0,Stable Weather
2023-01-11 19:00:00-03:00,27.0,80.7,-0.1999999999999993,1.1000000000000085,0,Stable Weather
2023-01-11 20:00:00-03:00,27.1,82.0,0.10000000000000142,1.2999999999999972,0,Stable Weather
2023-01-11 21:00:00-03:00,27.1,80.5,0.0,-1.5,0,Stable Weather
2023-01-11 22:00:00-03:00,27.0,81.5,-0.10000000000000142,1.0,0,Stable Weather
2023-01-11 23:00:00-03:00,25.8,91.6,-1.1999999999999993,10.099999999999994,1,Humid Region
2023-01-12 00:00:00-03:00,26.1,89.7,0.3000000000000007,-1.8999999999999915,1,Humid Region
2023-01-12 01:00:00-03:00,26.2,87.4,0.09999999999999787,-2.299999999999997,1,Humid Region
2023-01-12 02:00:00-03:00,26.1,87.2,-0.09999999999999787,-0.20000000000000284,1,Humid Region
2023-01-12 03:00:00-03:00,26.4,84.3,0.29999999999999716,-2.9000000000000057,0,Stable Weather
2023-01-12 04:00:00-03:00,26.4,83.8,0.0,-0.5,0,Stable Weather
2023-01-12 05:00:00-03:00,26.4,84.0,0.0,0.20000000000000284,0,Stable Weather
2023-01-12 06:00:00-03:00,28.1,78.1,1.7000000000000028,-5.900000000000006,2,Rapid Change Zone
2023-01-12 07:00:00-03:00,28.8,75.1,0.6999999999999993,-3.0,0,Stable Weather
2023-01-12 08:00:00-03:00,28.1,76.9,-0.6999999999999993,1.8000000000000114,0,Stable Weather
2023-01-12 09:00:00-03:00,29.5,73.0,1.3999999999999986,-3.9000000000000057,2,Rapid Change Zone
2023-01-12 10:00:00-03:00,29.6,72.2,0.10000000000000142,-0.7999999999999972,0,Stable Weather
2023-01-12 11:00:00-03:00,30.2,69.6,0.5999999999999979,-2.6000000000000085,0,Stable Weather
2023-01-12 12:00:00-03:00,30.8,68.0,0.6000000000000014,-1.5999999999999943,0,Stable Weather
2023-01-12 13:00:00-03:00,30.2,68.7,-0.6000000000000014,0.7000000000000028,0,Stable Weather
2023-01-12 14:00:00-03:00,30.8,67.5,0.6000000000000014,-1.2000000000000028,0,Stable Weather
2023-01-12 15:00:00-03:00,30.1,70.2,-0.6999999999999993,2.700000000000003,0,Stable Weather
2023-01-12 16:00:00-03:00,29.2,74.1,-0.9000000000000021,3.8999999999999915,0,Stable Weather
2023-01-12 17:00:00-03:00,27.8,78.7,-1.3999999999999986,4.6000000000000085,0,Stable Weather
2023-01-12 18:00:00-03:00,27.2,82.1,-0.6000000000000014,3.3999999999999915,0,Stable Weather
2023-01-12 19:00:00-03:00,27.1,83.0,-0.09999999999999787,0.9000000000000057,0,Stable Weather
2023-01-12 20:00:00-03:00,27.1,83.9,0.0,0.9000000000000057,0,Stable Weather
2023-01-12 21:00:00-03:00,27.1,84.5,0.0,0.5999999999999943,0,Stable Weather
2023-01-12 22:00:00-03:00,27.2,84.6,0.09999999999999787,0.09999999999999432,0,Stable Weather
2023-01-12 23:00:00-03:00,27.2,85.9,0.0,1.3000000000000114,0,Stable Weather
2023-01-13 00:00:00-03:00,26.9,86.2,-0.3000000000000007,0.29999999999999716,0,Stable Weather
2023-01-13 01:00:00-03:00,26.7,86.9,-0.1999999999999993,0.7000000000000028,1,Humid Region
2023-01-13 02:00:00-03:00,26.5,86.6,-0.1999999999999993,-0.30000000000001137,1,Humid Region
2023-01-13 03:00:00-03:00,25.8,90.0,-0.6999999999999993,3.4000000000000057,1,Humid Region
2023-01-13 04:00:00-03:00,24.2,96.5,-1.6000000000000014,6.5,1,Humid Region
2023-01-13 05:00:00-03:00,24.0,98.1,-0.1999999999999993,1.5999999999999943,1,Humid Region
2023-01-13 06:00:00-03:00,26.0,90.9,2.0,-7.199999999999989,2,Rapid Change Zone
2023-01-13 07:00:00-03:00,28.8,80.6,2.8000000000000007,-10.300000000000011,2,Rapid Change Zone
2023-01-13 08:00:00-03:00,29.6,75.6,0.8000000000000007,-5.0,2,Rapid Change Zone
2023-01-13 09:00:00-03:00,30.8,71.3,1.1999999999999993,-4.299999999999997,2,Rapid Change Zone
2023-01-13 10:00:00-03:00,30.6,71.9,-0.1999999999999993,0.6000000000000085,0,Stable Weather
2023-01-13 11:00:00-03:00,30.6,72.5,0.0,0.5999999999999943,0,Stable Weather
2023-01-13 12:00:00-03:00,30.8,71.1,0.1999999999999993,-1.4000000000000057,0,Stable Weather
2023-01-13 13:00:00-03:00,30.8,71.6,0.0,0.5,0,Stable Weather
2023-01-13 14:00:00-03:00,30.3,73.2,-0.5,1.6000000000000085,0,Stable Weather
2023-01-13 15:00:00-03:00,29.9,75.0,-0.40000000000000213,1.7999999999999972,0,Stable Weather
2023-01-13 16:00:00-03:00,28.4,79.7,-1.5,4.700000000000003,0,Stable Weather
2023-01-13 17:00:00-03:00,27.8,82.1,-0.5999999999999979,2.3999999999999915,0,Stable Weather
2023-01-13 18:00:00-03:00,27.6,83.6,-0.1999999999999993,1.5,0,Stable Weather
2023-01-13 19:00:00-03:00,27.3,84.2,-0.3000000000000007,0.6000000000000085,0,Stable Weather
2023-01-13 20:00:00-03:00,27.3,83.4,0.0,-0.7999999999999972,0,Stable Weather
2023-01-13 21:00:00-03:00,27.0,84.3,-0.3000000000000007,0.8999999999999915,0,Stable Weather
2023-01-13 22:00:00-03:00,27.0,84.2,0.0,-0.09999999999999432,0,Stable Weather
2023-01-13 23:00:00-03:00,27.0,84.9,0.0,0.7000000000000028,0,Stable Weather
2023-01-14 00:00:00-03:00,26.9,84.6,-0.10000000000000142,-0.30000000000001137,0,Stable Weather
2023-01-14 01:00:00-03:00,26.9,84.6,0.0,0.0,0,Stable Weather
2023-01-14 02:00:00-03:00,26.7,84.3,-0.1999999999999993,-0.29999999999999716,0,Stable Weather
2023-01-14 03:00:00-03:00,25.2,94.0,-1.5,9.700000000000003,1,Humid Region
2023-01-14 04:00:00-03:00,24.4,98.5,-0.8000000000000007,4.5,1,Humid Region
2023-01-14 05:00:00-03:00,24.8,97.6,0.40000000000000213,-0.9000000000000057,1,Humid Region
2023-01-14 06:00:00-03:00,27.5,84.1,2.6999999999999993,-13.5,2,Rapid Change Zone
2023-01-14 07:00:00-03:00,27.0,88.7,-0.5,4.6000000000000085,1,Humid Region
2023-01-14 08:00:00-03:00,29.3,79.2,2.3000000000000007,-9.5,2,Rapid Change Zone
2023-01-14 09:00:00-03:00,29.2,77.1,-0.10000000000000142,-2.1000000000000085,0,Stable Weather
2023-01-14 10:00:00-03:00,30.0,73.2,0.8000000000000007,-3.8999999999999915,0,Stable Weather
2023-01-14 11:00:00-03:00,30.4,70.9,0.3999999999999986,-2.299999999999997,0,Stable Weather
2023-01-14 12:00:00-03:00,30.4,70.5,0.0,-0.4000000000000057,0,Stable Weather
2023-01-14 13:00:00-03:00,30.5,70.3,0.10000000000000142,-0.20000000000000284,0,Stable Weather
2023-01-14 14:00:00-03:00,30.2,71.0,-0.3000000000000007,0.7000000000000028,0,Stable Weather
2023-01-14 15:00:00-03:00,29.1,74.9,-1.0999999999999979,3.9000000000000057,0,Stable Weather
2023-01-14 16:00:00-03:00,28.4,77.1,-0.7000000000000028,2.1999999999999886,0,Stable Weather
2023-01-14 17:00:00-03:00,27.8,80.2,-0.5999999999999979,3.1000000000000085,0,Stable Weather
2023-01-14 18:00:00-03:00,27.4,81.6,-0.40000000000000213,1.3999999999999915,0,Stable Weather
2023-01-14 19:00:00-03:00,27.1,83.0,-0.29999999999999716,1.4000000000000057,0,Stable Weather
2023-01-14 20:00:00-03:00,27.1,83.7,0.0,0.7000000000000028,0,Stable Weather
2023-01-14 21:00:00-03:00,27.1,81.3,0.0,-2.4000000000000057,0,Stable Weather
2023-01-14 22:00:00-03:00,27.2,81.8,0.09999999999999787,0.5,0,Stable Weather
2023-01-14 23:00:00-03:00,26.9,84.3,-0.3000000000000007,2.5,0,Stable Weather
2023-01-15 00:00:00-03:00,24.4,94.7,-2.5,10.400000000000006,1,Humid Region
2023-01-15 01:00:00-03:00,23.5,98.0,-0.8999999999999986,3.299999999999997,1,Humid Region
2023-01-15 02:00:00-03:00,23.4,98.9,-0.10000000000000142,0.9000000000000057,1,Humid Region
2023-01-15 03:00:00-03:00,23.1,99.0,-0.29999999999999716,0.09999999999999432,1,Humid Region
2023-01-15 04:00:00-03:00,23.1,99.0,0.0,0.0,1,Humid Region
2023-01-15 05:00:00-03:00,23.2,99.0,0.09999999999999787,0.0,1,Humid Region
2023-01-15 06:00:00-03:00,23.3,99.0,0.10000000000000142,0.0,1,Humid Region
2023-01-15 07:00:00-03:00,25.4,91.9,2.099999999999998,-7.099999999999994,2,Rapid Change Zone
2023-01-15 08:00:00-03:00,28.6,80.3,3.200000000000003,-11.600000000000009,2,Rapid Change Zone
2023-01-15 09:00:00-03:00,29.9,71.5,1.2999999999999972,-8.799999999999997,2,Rapid Change Zone
2023-01-15 10:00:00-03:00,30.5,67.4,0.6000000000000014,-4.099999999999994,0,Stable Weather
2023-01-15 11:00:00-03:00,30.9,65.7,0.3999999999999986,-1.7000000000000028,0,Stable Weather
2023-01-15 14:00:00-03:00,29.1,71.7,-1.7999999999999972,6.0,0,Stable Weather
2023-01-15 15:00:00-03:00,29.0,70.8,-0.10000000000000142,-0.9000000000000057,0,Stable Weather
2023-01-15 16:00:00-03:00,29.1,71.4,0.10000000000000142,0.6000000000000085,0,Stable Weather
2023-01-15 17:00:00-03:00,27.0,80.1,-2.1000000000000014,8.699999999999989,0,Stable Weather
2023-01-15 18:00:00-03:00,26.3,84.6,-0.6999999999999993,4.5,1,Humid Region
2023-01-15 19:00:00-03:00,26.2,87.1,-0.10000000000000142,2.5,1,Humid Region
2023-01-15 20:00:00-03:00,26.1,90.1,-0.09999999999999787,3.0,1,Humid Region
2023-01-15 21:00:00-03:00,25.3,93.6,-0.8000000000000007,3.5,1,Humid Region
2023-01-15 22:00:00-03:00,24.4,96.9,-0.9000000000000021,3.3000000000000114,1,Humid Region
2023-01-15 23:00:00-03:00,24.0,98.6,-0.3999999999999986,1.6999999999999886,1,Humid Region
2023-01-16 00:00:00-03:00,23.3,99.0,-0.6999999999999993,0.4000000000000057,1,Humid Region
2023-01-16 01:00:00-03:00,22.9,99.0,-0.40000000000000213,0.0,1,Humid Region
2023-01-16 02:00:00-03:00,22.6,99.0,-0.29999999999999716,0.0,1,Humid Region
2023-01-16 03:00:00-03:00,22.4,99.0,-0.20000000000000284,0.0,1,Humid Region
2023-01-16 04:00:00-03:00,22.4,99.0,0.0,0.0,1,Humid Region
2023-01-16 05:00:00-03:00,23.1,99.0,0.7000000000000028,0.0,1,Humid Region
2023-01-16 06:00:00-03:00,23.7,99.0,0.5999999999999979,0.0,1,Humid Region
2023-01-16 07:00:00-03:00,25.7,93.2,2.0,-5.799999999999997,2,Rapid Change Zone
2023-01-16 08:00:00-03:00,28.5,80.7,2.8000000000000007,-12.5,2,Rapid Change Zone
2023-01-16 09:00:00-03:00,28.7,78.0,0.1999999999999993,-2.700000000000003,0,Stable Weather
2023-01-16 10:00:00-03:00,28.2,78.7,-0.5,0.7000000000000028,0,Stable Weather
2023-01-16 11:00:00-03:00,29.5,73.4,1.3000000000000007,-5.299999999999997,2,Rapid Change Zone
2023-01-16 12:00:00-03:00,29.6,72.7,0.10000000000000142,-0.7000000000000028,0,Stable Weather
2023-01-16 13:00:00-03:00,30.0,70.6,0.3999999999999986,-2.1000000000000085,0,Stable Weather
2023-01-16 14:00:00-03:00,29.7,71.0,-0.3000000000000007,0.4000000000000057,0,Stable Weather
2023-01-16 15:00:00-03:00,28.9,73.4,-0.8000000000000007,2.4000000000000057,0,Stable Weather
2023-01-16 16:00:00-03:00,28.1,76.2,-0.7999999999999972,2.799999999999997,0,Stable Weather
2023-01-16 17:00:00-03:00,27.4,80.2,-0.7000000000000028,4.0,0,Stable Weather
2023-01-16 18:00:00-03:00,27.0,81.9,-0.3999999999999986,1.7000000000000028,0,Stable Weather
2023-01-16 19:00:00-03:00,26.8,82.4,-0.1999999999999993,0.5,0,Stable Weather
2023-01-16 20:00:00-03:00,26.3,85.9,-0.5,3.5,1,Humid Region
2023-01-16 21:00:00-03:00,25.0,93.3,-1.3000000000000007,7.3999999999999915,1,Humid Region
2023-01-16 22:00:00-03:00,25.1,92.4,0.10000000000000142,-0.8999999999999915,1,Humid Region
2023-01-16 23:00:00-03:00,25.2,93.0,0.09999999999999787,0.5999999999999943,1,Humid Region
2023-01-17 00:00:00-03:00,24.3,95.9,-0.8999999999999986,2.9000000000000057,1,Humid Region
2023-01-17 01:00:00-03:00,23.8,97.2,-0.5,1.2999999999999972,1,Humid Region
2023-01-17 02:00:00-03:00,23.5,98.3,-0.3000000000000007,1.0999999999999943,1,Humid Region
2023-01-17 03:00:00-03:00,23.0,99.0,-0.5,0.7000000000000028,1,Humid Region
2023-01-17 04:00:00-03:00,22.8,99.0,-0.1999999999999993,0.0,1,Humid Region
2023-01-17 05:00:00-03:00,23.2,99.0,0.3999999999999986,0.0,1,Humid Region
2023-01-17 06:00:00-03:00,25.9,91.9,2.6999999999999993,-7.099999999999994,2,Rapid Change Zone
2023-01-17 07:00:00-03:00,28.0,84.6,2.1000000000000014,-7.300000000000011,2,Rapid Change Zone
2023-01-17 08:00:00-03:00,28.7,78.9,0.6999999999999993,-5.699999999999989,2,Rapid Change Zone
2023-01-17 09:00:00-03:00,29.7,75.9,1.0,-3.0,0,Stable Weather
2023-01-17 10:00:00-03:00,30.0,75.4,0.3000000000000007,-0.5,0,Stable Weather
2023-01-17 12:00:00-03:00,28.6,78.2,-1.3999999999999986,2.799999999999997,0,Stable Weather
2023-01-17 13:00:00-03:00,29.2,75.1,0.5999999999999979,-3.1000000000000085,0,Stable Weather
2023-01-17 14:00:00-03:00,28.7,75.7,-0.5,0.6000000000000085,0,Stable Weather
2023-01-17 15:00:00-03:00,29.0,76.6,0.3000000000000007,0.8999999999999915,0,Stable Weather
2023-01-17 16:00:00-03:00,28.3,78.8,-0.6999999999999993,2.200000000000003,0,Stable Weather
2023-01-17 17:00:00-03:00,25.8,91.8,-2.5,13.0,1,Humid Region
2023-01-17 18:00:00-03:00,25.6,91.4,-0.1999999999999993,-0.3999999999999915,1,Humid Region
2023-01-17 19:00:00-03:00,24.9,97.1,-0.7000000000000028,5.699999999999989,1,Humid Region
2023-01-17 20:00:00-03:00,24.6,98.6,-0.29999999999999716,1.5,1,Humid Region
2023-01-17 21:00:00-03:00,24.5,97.9,-0.10000000000000142,-0.6999999999999886,1,Humid Region
2023-01-17 22:00:00-03:00,24.2,99.0,-0.3000000000000007,1.0999999999999943,1,Humid Region
2023-01-17 23:00:00-03:00,23.8,99.0,-0.3999999999999986,0.0,1,Humid Region
2023-01-18 00:00:00-03:00,23.9,99.0,0.09999999999999787,0.0,1,Humid Region
2023-01-18 01:00:00-03:00,24.0,99.0,0.10000000000000142,0.0,1,Humid Region
2023-01-18 02:00:00-03:00,23.9,99.0,-0.10000000000000142,0.0,1,Humid Region
2023-01-18 03:00:00-03:00,23.8,99.0,-0.09999999999999787,0.0,1,Humid Region
2023-01-18 04:00:00-03:00,23.6,99.0,-0.1999999999999993,0.0,1,Humid Region
2023-01-18 05:00:00-03:00,23.8,99.0,0.1999999999999993,0.0,1,Humid Region
2023-01-18 06:00:00-03:00,25.7,93.9,1.8999999999999986,-5.099999999999994,2,Rapid Change Zone
2023-01-18 07:00:00-03:00,28.9,79.6,3.1999999999999993,-14.300000000000011,2,Rapid Change Zone
2023-01-18 08:00:00-03:00,29.1,78.7,0.20000000000000284,-0.8999999999999915,0,Stable Weather
