Data,Temperatura,Humidade,Temp_Change,Humidity_Change,Rolling_Var,Rolling_Mean,Inherent_Group,Cluster_Label,Anomaly
2023-01-08 01:00:00-03:00,25.7,86.7,-0.8000000000000007,4.1000000000000085,0.5290000000000472,26.97,2,Rapid Change Zone,0
2023-01-08 02:00:00-03:00,25.8,87.8,0.10000000000000142,1.0999999999999943,0.37877777777783034,26.71,2,Rapid Change Zone,0
2023-01-08 03:00:00-03:00,24.7,92.0,-1.1000000000000014,4.200000000000003,0.6187777777778359,26.410000000000004,1,Humid Region,0
2023-01-08 04:00:00-03:00,24.1,93.9,-0.5999999999999979,1.9000000000000057,1.0098888888889528,26.089999999999996,1,Humid Region,0
2023-01-08 05:00:00-03:00,24.3,93.5,0.1999999999999993,-0.4000000000000057,1.1654444444445136,25.810000000000002,1,Humid Region,0
2023-01-08 06:00:00-03:00,27.3,83.4,3.0,-10.099999999999994,1.3004444444445127,25.860000000000003,0,Stable Weather,0
2023-01-08 07:00:00-03:00,29.3,72.4,2.0,-11.0,2.4476666666667293,26.110000000000003,0,Stable Weather,0
2023-01-08 08:00:00-03:00,29.8,71.2,0.5,-1.2000000000000028,3.8076666666667225,26.410000000000004,0,Stable Weather,0
2023-01-08 09:00:00-03:00,29.4,74.5,-0.40000000000000213,3.299999999999997,4.709888888888938,26.690000000000005,2,Rapid Change Zone,0
2023-01-08 10:00:00-03:00,30.0,71.8,0.6000000000000014,-2.700000000000003,5.787111111111155,27.040000000000003,0,Stable Weather,0
2023-01-08 11:00:00-03:00,29.8,72.5,-0.1999999999999993,0.7000000000000028,6.247222222222259,27.45,0,Stable Weather,0
2023-01-08 12:00:00-03:00,30.2,70.7,0.3999999999999986,-1.7999999999999972,6.5698888888889195,27.890000000000004,0,Stable Weather,0
2023-01-08 13:00:00-03:00,30.0,71.6,-0.1999999999999993,0.8999999999999915,5.6217777777777975,28.419999999999998,0,Stable Weather,0
2023-01-08 14:00:00-03:00,29.9,69.7,-0.10000000000000142,-1.8999999999999915,3.417777777777788,29.0,0,Stable Weather,0
2023-01-08 15:00:00-03:00,29.0,71.8,-0.8999999999999986,2.0999999999999943,0.717888888888893,29.47,2,Rapid Change Zone,0
2023-01-08 16:00:00-03:00,28.6,74.1,-0.3999999999999986,2.299999999999997,0.26000000000000256,29.6,2,Rapid Change Zone,0
2023-01-08 17:00:00-03:00,27.7,78.7,-0.9000000000000021,4.6000000000000085,0.6226666666666727,29.439999999999998,2,Rapid Change Zone,0
2023-01-08 18:00:00-03:00,27.2,80.3,-0.5,1.5999999999999943,1.0906666666666773,29.179999999999996,2,Rapid Change Zone,0
2023-01-08 19:00:00-03:00,27.1,81.3,-0.09999999999999787,1.0,1.5072222222222353,28.95,2,Rapid Change Zone,0
2023-01-08 20:00:00-03:00,27.0,81.1,-0.10000000000000142,-0.20000000000000284,1.707222222222239,28.65,2,Rapid Change Zone,0
2023-01-08 21:00:00-03:00,26.8,83.1,-0.1999999999999993,2.0,1.840555555555576,28.35,2,Rapid Change Zone,0
2023-01-08 22:00:00-03:00,26.7,83.5,-0.10000000000000142,0.4000000000000057,1.626666666666691,28.0,2,Rapid Change Zone,0
2023-01-08 23:00:00-03:00,26.4,85.4,-0.3000000000000007,1.9000000000000057,1.3226666666666942,27.639999999999997,2,Rapid Change Zone,0
2023-01-09 00:00:00-03:00,25.8,88.0,-0.5999999999999979,2.5999999999999943,0.9445555555555872,27.23,2,Rapid Change Zone,0
2023-01-09 01:00:00-03:00,24.4,94.1,-1.4000000000000021,6.099999999999994,1.2512222222222589,26.77,1,Humid Region,0
2023-01-09 02:00:00-03:00,23.9,95.8,-0.5,1.7000000000000028,1.5488888888889294,26.3,1,Humid Region,0
2023-01-09 03:00:00-03:00,23.3,97.4,-0.5999999999999979,1.6000000000000085,2.116000000000044,25.860000000000003,1,Humid Region,0
2023-01-09 04:00:00-03:00,23.0,98.0,-0.3000000000000007,0.5999999999999943,2.629333333333381,25.44,1,Humid Region,0
2023-01-09 05:00:00-03:00,23.0,98.0,0.0,0.0,2.7978888888889397,25.03,1,Humid Region,0
2023-01-09 06:00:00-03:00,25.1,91.4,2.1000000000000014,-6.599999999999994,2.327111111111164,24.84,1,Humid Region,0
2023-01-09 07:00:00-03:00,28.8,78.6,3.6999999999999993,-12.800000000000011,3.598222222222273,25.04,0,Stable Weather,0
2023-01-09 08:00:00-03:00,30.1,72.9,1.3000000000000007,-5.699999999999989,6.008444444444493,25.380000000000003,0,Stable Weather,0
2023-01-09 09:00:00-03:00,30.0,73.4,-0.10000000000000142,0.5,8.12044444444449,25.74,0,Stable Weather,0
2023-01-09 10:00:00-03:00,30.5,71.4,0.5,-2.0,10.39211111111115,26.209999999999997,0,Stable Weather,0
2023-01-09 11:00:00-03:00,30.4,71.4,-0.10000000000000142,0.0,11.578777777777809,26.810000000000002,0,Stable Weather,0
2023-01-09 12:00:00-03:00,30.2,72.6,-0.1999999999999993,1.1999999999999886,11.473777777777805,27.439999999999998,0,Stable Weather,0
2023-01-09 13:00:00-03:00,30.7,68.4,0.5,-4.199999999999989,10.141777777777802,28.18,0,Stable Weather,0
2023-01-09 14:00:00-03:00,30.3,69.6,-0.3999999999999986,1.1999999999999886,7.067666666666686,28.909999999999997,0,Stable Weather,0
2023-01-09 15:00:00-03:00,29.9,71.8,-0.40000000000000213,2.200000000000003,2.7666666666666813,29.6,2,Rapid Change Zone,0
2023-01-09 16:00:00-03:00,29.3,73.9,-0.5999999999999979,2.1000000000000085,0.3306666666666814,30.020000000000003,2,Rapid Change Zone,0
2023-01-09 17:00:00-03:00,27.8,78.0,-1.5,4.099999999999994,0.7017777777777927,29.919999999999998,2,Rapid Change Zone,0
2023-01-09 18:00:00-03:00,27.4,80.2,-0.40000000000000213,2.200000000000003,1.3227777777777945,29.65,2,Rapid Change Zone,0
2023-01-09 19:00:00-03:00,27.3,81.3,-0.09999999999999787,1.0999999999999943,1.8417777777777955,29.380000000000003,2,Rapid Change Zone,0
2023-01-09 20:00:00-03:00,27.1,81.6,-0.1999999999999993,0.29999999999999716,2.1515555555555754,29.04,2,Rapid Change Zone,0
2023-01-09 21:00:00-03:00,26.9,82.0,-0.20000000000000284,0.4000000000000057,2.3187777777778016,28.690000000000005,2,Rapid Change Zone,0
2023-01-09 22:00:00-03:00,26.8,82.8,-0.09999999999999787,0.7999999999999972,2.3338888888889167,28.35,2,Rapid Change Zone,0
2023-01-09 23:00:00-03:00,26.5,85.2,-0.3000000000000007,2.4000000000000057,1.9045555555555893,27.93,2,Rapid Change Zone,0
2023-01-10 00:00:00-03:00,25.8,88.2,-0.6999999999999993,3.0,1.559555555555596,27.48,2,Rapid Change Zone,0
2023-01-10 01:00:00-03:00,25.2,89.6,-0.6000000000000014,1.3999999999999915,1.2410000000000496,27.009999999999998,1,Humid Region,0
2023-01-10 02:00:00-03:00,24.0,95.2,-1.1999999999999993,5.6000000000000085,1.3528888888889472,26.48,1,Humid Region,0
2023-01-10 03:00:00-03:00,23.4,96.9,-0.6000000000000014,1.7000000000000028,1.9982222222222896,26.04,1,Humid Region,0
2023-01-10 04:00:00-03:00,23.1,97.8,-0.29999999999999716,0.8999999999999915,2.547666666666743,25.609999999999996,1,Humid Region,0
2023-01-10 05:00:00-03:00,23.3,97.4,0.1999999999999993,-0.3999999999999915,2.6454444444445304,25.21,1,Humid Region,0
2023-01-10 06:00:00-03:00,26.3,86.6,3.0,-10.800000000000011,2.373444444444532,25.13,0,Stable Weather,0
2023-01-10 07:00:00-03:00,28.9,74.9,2.599999999999998,-11.699999999999989,3.5601111111111923,25.330000000000002,0,Stable Weather,0
2023-01-10 08:00:00-03:00,30.2,69.0,1.3000000000000007,-5.900000000000006,5.826777777777847,25.669999999999998,0,Stable Weather,0
2023-01-10 09:00:00-03:00,30.6,67.6,0.40000000000000213,-1.4000000000000057,8.26400000000006,26.080000000000002,0,Stable Weather,0
2023-01-10 10:00:00-03:00,30.9,66.5,0.29999999999999716,-1.0999999999999943,10.547666666666714,26.589999999999996,0,Stable Weather,0
2023-01-10 11:00:00-03:00,30.8,66.5,-0.09999999999999787,0.0,11.95388888888892,27.15,0,Stable Weather,0
2023-01-10 12:00:00-03:00,31.1,66.9,0.3000000000000007,0.4000000000000057,12.024888888888903,27.860000000000003,0,Stable Weather,0
2023-01-10 13:00:00-03:00,30.8,68.8,-0.3000000000000007,1.8999999999999915,10.166666666666654,28.6,0,Stable Weather,0
2023-01-10 14:00:00-03:00,30.7,69.1,-0.10000000000000142,0.29999999999999716,6.653777777777739,29.360000000000003,0,Stable Weather,0
2023-01-10 15:00:00-03:00,30.0,71.1,-0.6999999999999993,2.0,2.120111111111048,30.03,2,Rapid Change Zone,0
2023-01-10 16:00:00-03:00,28.8,76.5,-1.1999999999999993,5.400000000000006,0.6728888888888159,30.28,2,Rapid Change Zone,0
2023-01-10 17:00:00-03:00,27.8,80.6,-1.0,4.099999999999994,1.1312222222221533,30.170000000000005,2,Rapid Change Zone,0
2023-01-10 18:00:00-03:00,27.4,82.5,-0.40000000000000213,1.9000000000000057,1.8965555555555005,29.889999999999997,2,Rapid Change Zone,0
2023-01-10 19:00:00-03:00,27.3,81.4,-0.09999999999999787,-1.0999999999999943,2.4648888888888485,29.560000000000002,2,Rapid Change Zone,0
2023-01-10 20:00:00-03:00,27.1,82.4,-0.1999999999999993,1.0,2.7773333333333095,29.179999999999996,2,Rapid Change Zone,0
2023-01-10 21:00:00-03:00,26.8,84.7,-0.3000000000000007,2.299999999999997,2.9373333333333287,28.78,2,Rapid Change Zone,0
2023-01-10 22:00:00-03:00,26.4,86.6,-0.40000000000000213,1.8999999999999915,2.723222222222241,28.310000000000002,2,Rapid Change Zone,0
2023-01-10 23:00:00-03:00,26.0,88.0,-0.3999999999999986,1.4000000000000057,2.371222222222266,27.830000000000002,2,Rapid Change Zone,0
2023-01-11 00:00:00-03:00,26.2,86.3,0.1999999999999993,-1.7000000000000028,1.52622222222229,27.380000000000003,2,Rapid Change Zone,0
2023-01-11 01:00:00-03:00,26.4,85.6,0.1999999999999993,-0.7000000000000028,0.7262222222223101,27.02,2,Rapid Change Zone,0
2023-01-11 02:00:00-03:00,26.4,85.7,0.0,0.10000000000000853,0.35288888888898917,26.78,2,Rapid Change Zone,0
2023-01-11 03:00:00-03:00,25.7,87.8,-0.6999999999999993,2.0999999999999943,0.3178888888889998,26.57,2,Rapid Change Zone,0
2023-01-11 04:00:00-03:00,24.3,95.6,-1.3999999999999986,7.799999999999997,0.7071111111112375,26.26,1,Humid Region,0
2023-01-11 05:00:00-03:00,23.9,97.3,-0.40000000000000213,1.7000000000000028,1.0773333333334778,25.919999999999998,1,Humid Region,0
2023-01-11 06:00:00-03:00,24.1,97.8,0.20000000000000284,0.5,1.190666666666825,25.619999999999997,1,Humid Region,0
2023-01-11 07:00:00-03:00,25.0,94.1,0.8999999999999986,-3.700000000000003,1.0426666666668334,25.439999999999998,1,Humid Region,0
2023-01-11 08:00:00-03:00,27.4,85.0,2.3999999999999986,-9.099999999999994,1.356000000000163,25.54,0,Stable Weather,0
2023-01-11 09:00:00-03:00,29.0,77.0,1.6000000000000014,-8.0,2.5626666666668183,25.839999999999996,0,Stable Weather,0
2023-01-11 10:00:00-03:00,29.0,74.8,0.0,-2.200000000000003,3.570666666666808,26.119999999999997,0,Stable Weather,0
2023-01-11 11:00:00-03:00,28.8,74.7,-0.1999999999999993,-0.09999999999999432,4.2960000000001335,26.360000000000003,0,Stable Weather,0
2023-01-11 12:00:00-03:00,29.0,73.2,0.1999999999999993,-1.5,4.9951111111112345,26.619999999999997,0,Stable Weather,0
2023-01-11 13:00:00-03:00,29.9,70.1,0.8999999999999986,-3.1000000000000085,5.90044444444455,27.04,0,Stable Weather,0
2023-01-11 14:00:00-03:00,29.7,71.0,-0.1999999999999993,0.9000000000000057,5.5284444444445295,27.580000000000002,0,Stable Weather,0
2023-01-11 15:00:00-03:00,29.7,71.5,0.0,0.5,4.149333333333395,28.160000000000004,0,Stable Weather,0
2023-01-11 16:00:00-03:00,28.9,75.3,-0.8000000000000007,3.799999999999997,2.12266666666671,28.639999999999997,2,Rapid Change Zone,0
2023-01-11 17:00:00-03:00,27.6,78.9,-1.2999999999999972,3.6000000000000085,0.6955555555555879,28.9,2,Rapid Change Zone,0
2023-01-11 18:00:00-03:00,27.2,79.6,-0.40000000000000213,0.6999999999999886,0.7662222222222552,28.880000000000003,2,Rapid Change Zone,0
2023-01-11 19:00:00-03:00,27.0,80.7,-0.1999999999999993,1.1000000000000085,1.112888888888931,28.68,2,Rapid Change Zone,0
2023-01-11 20:00:00-03:00,27.1,82.0,0.10000000000000142,1.2999999999999972,1.3387777777778278,28.49,2,Rapid Change Zone,0
2023-01-11 21:00:00-03:00,27.1,80.5,0.0,-1.5,1.5106666666667232,28.32,2,Rapid Change Zone,0
2023-01-11 22:00:00-03:00,27.0,81.5,-0.10000000000000142,1.0,1.6084444444445092,28.119999999999997,2,Rapid Change Zone,0
2023-01-11 23:00:00-03:00,25.8,91.6,-1.1999999999999993,10.099999999999994,1.6676666666667483,27.71,2,Rapid Change Zone,0
2023-01-12 00:00:00-03:00,26.1,89.7,0.3000000000000007,-1.8999999999999915,1.371666666666763,27.35,1,Humid Region,0
2023-01-12 01:00:00-03:00,26.2,87.4,0.09999999999999787,-2.299999999999997,0.7688888888890005,27.0,2,Rapid Change Zone,0
2023-01-12 02:00:00-03:00,26.1,87.2,-0.09999999999999787,-0.20000000000000284,0.3706666666667901,26.72,2,Rapid Change Zone,0
2023-01-12 03:00:00-03:00,26.4,84.3,0.29999999999999716,-2.9000000000000057,0.28000000000012865,26.6,2,Rapid Change Zone,0
2023-01-12 04:00:00-03:00,26.4,83.8,0.0,-0.5,0.23733333333346568,26.520000000000003,2,Rapid Change Zone,0
2023-01-12 05:00:00-03:00,26.4,84.0,0.0,0.20000000000000284,0.2093333333334685,26.46,2,Rapid Change Zone,0
2023-01-12 06:00:00-03:00,28.1,78.1,1.7000000000000028,-5.900000000000006,0.45155555555568583,26.560000000000002,0,Stable Weather,0
2023-01-12 07:00:00-03:00,28.8,75.1,0.6999999999999993,-3.0,0.9445555555556777,26.73,0,Stable Weather,0
2023-01-12 08:00:00-03:00,28.1,76.9,-0.6999999999999993,1.8000000000000114,1.1315555555556729,26.839999999999996,2,Rapid Change Zone,0
2023-01-12 09:00:00-03:00,29.5,73.0,1.3999999999999986,-3.9000000000000057,1.6454444444445437,27.209999999999997,0,Stable Weather,0
2023-01-12 10:00:00-03:00,29.6,72.2,0.10000000000000142,-0.7999999999999972,2.007111111111195,27.560000000000002,2,Rapid Change Zone,0
2023-01-12 11:00:00-03:00,30.2,69.6,0.5999999999999979,-2.6000000000000085,2.398222222222288,27.96,0,Stable Weather,0
2023-01-12 12:00:00-03:00,30.8,68.0,0.6000000000000014,-1.5999999999999943,2.6645555555556037,28.43,0,Stable Weather,0
2023-01-12 13:00:00-03:00,30.2,68.7,-0.6000000000000014,0.7000000000000028,2.394333333333365,28.810000000000002,2,Rapid Change Zone,0
2023-01-12 14:00:00-03:00,30.8,67.5,0.6000000000000014,-1.2000000000000028,1.9738888888888997,29.250000000000007,0,Stable Weather,0
2023-01-12 15:00:00-03:00,30.1,70.2,-0.6999999999999993,2.700000000000003,0.9995555555555475,29.619999999999997,2,Rapid Change Zone,0
2023-01-12 16:00:00-03:00,29.2,74.1,-0.9000000000000021,3.8999999999999915,0.7489999999999871,29.73,2,Rapid Change Zone,0
2023-01-12 17:00:00-03:00,27.8,78.7,-1.3999999999999986,4.6000000000000085,1.055666666666658,29.630000000000003,2,Rapid Change Zone,0
2023-01-12 18:00:00-03:00,27.2,82.1,-0.6000000000000014,3.3999999999999915,1.4426666666666632,29.54,2,Rapid Change Zone,0
2023-01-12 19:00:00-03:00,27.1,83.0,-0.09999999999999787,0.9000000000000057,2.040000000000006,29.3,2,Rapid Change Zone,0
2023-01-12 20:00:00-03:00,27.1,83.9,0.0,0.9000000000000057,2.498333333333349,29.05,2,Rapid Change Zone,0
2023-01-12 21:00:00-03:00,27.1,84.5,0.0,0.5999999999999943,2.6671111111111383,28.74,2,Rapid Change Zone,0
2023-01-12 22:00:00-03:00,27.2,84.6,0.09999999999999787,0.09999999999999432,2.315111111111152,28.379999999999995,2,Rapid Change Zone,0
2023-01-12 23:00:00-03:00,27.2,85.9,0.0,1.3000000000000114,2.00177777777783,28.080000000000002,2,Rapid Change Zone,0
2023-01-13 00:00:00-03:00,26.9,86.2,-0.3000000000000007,0.29999999999999716,1.1654444444445102,27.689999999999998,2,Rapid Change Zone,0
2023-01-13 01:00:00-03:00,26.7,86.9,-0.1999999999999993,0.7000000000000028,0.500555555555632,27.35,2,Rapid Change Zone,0
2023-01-13 02:00:00-03:00,26.5,86.6,-0.1999999999999993,-0.30000000000001137,0.11955555555564217,27.080000000000002,2,Rapid Change Zone,0
2023-01-13 03:00:00-03:00,25.8,90.0,-0.6999999999999993,3.4000000000000057,0.19955555555564908,26.880000000000003,2,Rapid Change Zone,0
2023-01-13 04:00:00-03:00,24.2,96.5,-1.6000000000000014,6.5,0.8862222222223272,26.580000000000002,1,Humid Region,0
2023-01-13 05:00:00-03:00,24.0,98.1,-0.1999999999999993,1.5999999999999943,1.489000000000116,26.27,1,Humid Region,0
2023-01-13 06:00:00-03:00,26.0,90.9,2.0,-7.199999999999989,1.4071111111112313,26.160000000000004,1,Humid Region,0
2023-01-13 07:00:00-03:00,28.8,80.6,2.8000000000000007,-10.300000000000011,2.0512222222223366,26.329999999999995,0,Stable Weather,0
2023-01-13 08:00:00-03:00,29.6,75.6,0.8000000000000007,-5.0,3.0912222222223287,26.57,0,Stable Weather,0
2023-01-13 09:00:00-03:00,30.8,71.3,1.1999999999999993,-4.299999999999997,4.8912222222223125,26.93,0,Stable Weather,0
2023-01-13 10:00:00-03:00,30.6,71.9,-0.1999999999999993,0.6000000000000085,6.235555555555628,27.3,0,Stable Weather,0
2023-01-13 11:00:00-03:00,30.6,72.5,0.0,0.5999999999999943,7.236555555555608,27.690000000000005,0,Stable Weather,0
2023-01-13 12:00:00-03:00,30.8,71.1,0.1999999999999993,-1.4000000000000057,7.948444444444476,28.120000000000005,0,Stable Weather,0
2023-01-13 13:00:00-03:00,30.8,71.6,0.0,0.5,7.870666666666675,28.619999999999997,0,Stable Weather,0
2023-01-13 14:00:00-03:00,30.3,73.2,-0.5,1.6000000000000085,5.600111111111088,29.23,2,Rapid Change Zone,0
2023-01-13 15:00:00-03:00,29.9,75.0,-0.40000000000000213,1.7999999999999972,2.223999999999949,29.820000000000004,2,Rapid Change Zone,0
2023-01-13 16:00:00-03:00,28.4,79.7,-1.5,4.700000000000003,0.7626666666666048,30.060000000000002,2,Rapid Change Zone,0
2023-01-13 17:00:00-03:00,27.8,82.1,-0.5999999999999979,2.3999999999999915,1.1426666666666085,29.96,2,Rapid Change Zone,0
2023-01-13 18:00:00-03:00,27.6,83.6,-0.1999999999999993,1.5,1.7026666666666166,29.759999999999998,2,Rapid Change Zone,0
2023-01-13 19:00:00-03:00,27.3,84.2,-0.3000000000000007,0.6000000000000085,2.118777777777743,29.410000000000004,2,Rapid Change Zone,0
2023-01-13 20:00:00-03:00,27.3,83.4,0.0,-0.7999999999999972,2.3351111111110905,29.080000000000002,2,Rapid Change Zone,0
2023-01-13 21:00:00-03:00,27.0,84.3,-0.3000000000000007,0.8999999999999915,2.4151111111111057,28.72,2,Rapid Change Zone,0
2023-01-13 22:00:00-03:00,27.0,84.2,0.0,-0.09999999999999432,2.1026666666666785,28.339999999999996,2,Rapid Change Zone,0
2023-01-13 23:00:00-03:00,27.0,84.9,0.0,0.7000000000000028,1.469333333333363,27.959999999999997,2,Rapid Change Zone,0
2023-01-14 00:00:00-03:00,26.9,84.6,-0.10000000000000142,-0.30000000000001137,0.8573333333333795,27.619999999999997,2,Rapid Change Zone,0
2023-01-14 01:00:00-03:00,26.9,84.6,0.0,0.0,0.23733333333339532,27.32,2,Rapid Change Zone,0
2023-01-14 02:00:00-03:00,26.7,84.3,-0.1999999999999993,-0.29999999999999716,0.11833333333340385,27.15,2,Rapid Change Zone,0
2023-01-14 03:00:00-03:00,25.2,94.0,-1.5,9.700000000000003,0.4187777777778605,26.890000000000004,2,Rapid Change Zone,0
2023-01-14 04:00:00-03:00,24.4,98.5,-0.8000000000000007,4.5,0.9378888888889875,26.57,1,Humid Region,0
2023-01-14 05:00:00-03:00,24.8,97.6,0.40000000000000213,-0.9000000000000057,1.1573333333334432,26.32,1,Humid Region,0
2023-01-14 06:00:00-03:00,27.5,84.1,2.6999999999999993,-13.5,1.2048888888889977,26.339999999999996,0,Stable Weather,0
2023-01-14 07:00:00-03:00,27.0,88.7,-0.5,4.6000000000000085,1.2048888888889977,26.339999999999996,2,Rapid Change Zone,0
2023-01-14 08:00:00-03:00,29.3,79.2,2.3000000000000007,-9.5,2.0712222222223207,26.57,0,Stable Weather,0
2023-01-14 09:00:00-03:00,29.2,77.1,-0.10000000000000142,-2.1000000000000085,2.765444444444532,26.79,0,Stable Weather,0
2023-01-14 10:00:00-03:00,30.0,73.2,0.8000000000000007,-3.8999999999999915,3.802222222222296,27.1,0,Stable Weather,0
2023-01-14 11:00:00-03:00,30.4,70.9,0.3999999999999986,-2.299999999999997,4.871666666666724,27.45,0,Stable Weather,0
2023-01-14 12:00:00-03:00,30.4,70.5,0.0,-0.4000000000000057,5.62400000000004,27.82,0,Stable Weather,0
2023-01-14 13:00:00-03:00,30.5,70.3,0.10000000000000142,-0.20000000000000284,5.347222222222236,28.35,0,Stable Weather,0
2023-01-14 14:00:00-03:00,30.2,71.0,-0.3000000000000007,0.7000000000000028,3.620111111111095,28.93,2,Rapid Change Zone,0
2023-01-14 15:00:00-03:00,29.1,74.9,-1.0999999999999979,3.9000000000000057,1.5226666666666318,29.360000000000003,2,Rapid Change Zone,0
2023-01-14 16:00:00-03:00,28.4,77.1,-0.7000000000000028,2.1999999999999886,1.2316666666666278,29.45,2,Rapid Change Zone,0
2023-01-14 17:00:00-03:00,27.8,80.2,-0.5999999999999979,3.1000000000000085,0.8601111111110686,29.53,2,Rapid Change Zone,0
2023-01-14 18:00:00-03:00,27.4,81.6,-0.40000000000000213,1.3999999999999915,1.3182222222221907,29.339999999999996,2,Rapid Change Zone,0
2023-01-14 19:00:00-03:00,27.1,83.0,-0.29999999999999716,1.4000000000000057,1.8245555555555346,29.130000000000003,2,Rapid Change Zone,0
2023-01-14 20:00:00-03:00,27.1,83.7,0.0,0.7000000000000028,2.104888888888883,28.840000000000003,2,Rapid Change Zone,0
2023-01-14 21:00:00-03:00,27.1,81.3,0.0,-2.4000000000000057,2.0498888888889,28.509999999999998,2,Rapid Change Zone,0
2023-01-14 22:00:00-03:00,27.2,81.8,0.09999999999999787,0.5,1.7298888888889172,28.189999999999998,2,Rapid Change Zone,0
2023-01-14 23:00:00-03:00,26.9,84.3,-0.3000000000000007,2.5,1.1778888888889356,27.830000000000002,2,Rapid Change Zone,0
2023-01-15 00:00:00-03:00,24.4,94.7,-2.5,10.400000000000006,1.4872222222222988,27.25,2,Rapid Change Zone,0
2023-01-15 01:00:00-03:00,23.5,98.0,-0.8999999999999986,3.299999999999997,2.3210000000001036,26.689999999999998,1,Humid Region,0
2023-01-15 02:00:00-03:00,23.4,98.9,-0.10000000000000142,0.9000000000000057,2.9210000000001304,26.190000000000005,1,Humid Region,0
2023-01-15 03:00:00-03:00,23.1,99.0,-0.29999999999999716,0.09999999999999432,3.4484444444445987,25.72,1,Humid Region,0
2023-01-15 04:00:00-03:00,23.1,99.0,0.0,0.0,3.692111111111288,25.29,1,Humid Region,0
