StudentID,Gender,Age,StudyHoursPerWeek,AttendanceRate,GPA,Major,PartTimeJob,ExtraCurricularActivities
108.0,Female,19.0,15.0,93.83,2.17,Engineering,No,Yes
109.0,Female,22.0,22.0,70.88,3.63,Education,Yes,No
110.0,Male,23.0,14.0,73.1,2.75,Science,No,Yes
111.0,Female,24.0,26.0,99.52,3.05,Education,No,Yes
112.0,Male,24.0,28.0,50.01,2.22,Science,No,No
113.0,Female,18.0,23.0,59.27,2.01,Education,Yes,Yes
114.0,Female,21.0,14.0,69.2,3.28,Arts,Yes,Yes
115.0,Male,22.0,24.0,96.63,3.03,Science,No,No
116.0,Female,18.0,2.0,53.5,3.19,Education,Yes,Yes
117.0,Male,19.0,26.0,50.47,3.59,Engineering,No,No
118.0,Female,19.0,14.0,52.63,3.29,Arts,Yes,Yes
119.0,Female,18.0,7.0,54.43,2.35,Arts,Yes,Yes
120.0,Male,24.0,3.0,51.88,2.72,Engineering,Yes,No
121.0,Female,19.0,23.0,73.99,3.81,Education,No,No
122.0,Male,23.0,18.0,79.04,3.54,Business,Yes,Yes
123.0,Female,23.0,38.0,63.58,3.11,Engineering,Yes,No
124.0,Male,18.0,35.0,69.91,2.51,Education,No,No
125.0,Male,22.0,15.0,54.58,2.6,Engineering,No,Yes
126.0,Female,22.0,25.0,66.82,3.46,Engineering,No,Yes
127.0,Female,18.0,37.0,76.13,3.7,Science,No,Yes
128.0,Male,22.0,28.0,86.61,3.34,Education,Yes,No
129.0,Female,24.0,10.0,50.17,3.62,Business,Yes,No
130.0,Female,24.0,39.0,73.37,3.53,Science,Yes,No
131.0,Female,22.0,17.0,64.85,2.3,Engineering,Yes,No
132.0,Male,23.0,39.0,92.64,2.85,Engineering,Yes,Yes
133.0,Male,22.0,22.0,85.78,2.31,Engineering,No,No
134.0,Male,24.0,26.0,79.46,2.47,Education,Yes,Yes
135.0,Male,20.0,25.0,63.86,3.74,Education,Yes,No
136.0,Male,21.0,17.0,95.52,2.95,Science,Yes,Yes
137.0,Male,19.0,13.0,52.26,3.07,Business,No,Yes
138.0,Male,20.0,20.0,55.47,2.36,Science,No,Yes
139.0,Male,22.0,25.0,69.58,2.62,Arts,Yes,No
140.0,Male,23.0,4.0,56.22,2.46,Engineering,No,Yes
141.0,Female,18.0,10.0,97.82,2.41,Engineering,No,Yes
142.0,Male,22.0,3.0,89.9,3.28,Engineering,No,No
143.0,Female,23.0,18.0,62.95,2.51,Science,No,Yes
144.0,Female,21.0,36.0,79.43,3.26,Science,No,No
145.0,Female,22.0,22.0,99.12,2.12,Engineering,No,No
146.0,Male,24.0,34.0,94.21,2.28,Science,No,Yes
147.0,Male,18.0,8.0,80.04,2.55,Education,Yes,Yes
148.0,Male,23.0,19.0,95.19,3.19,Education,Yes,No
149.0,Male,23.0,37.0,99.46,3.35,Science,No,Yes
150.0,Female,23.0,6.0,87.17,2.89,Engineering,Yes,No
151.0,Male,21.0,26.0,53.25,2.89,Science,Yes,No
152.0,Male,22.0,34.0,70.08,3.45,Science,No,No
153.0,Male,21.0,6.0,91.89,2.03,Science,Yes,Yes
154.0,Male,19.0,37.0,61.53,2.68,Arts,No,No
155.0,Male,19.0,33.0,91.53,3.64,Education,No,Yes
156.0,Female,22.0,22.0,56.02,3.21,Business,No,Yes
157.0,Male,24.0,21.0,52.35,2.67,Business,Yes,Yes
158.0,Female,21.0,6.0,69.2,3.81,Arts,Yes,Yes
159.0,Male,18.0,6.0,51.84,3.55,Science,Yes,No
160.0,Female,23.0,4.0,97.86,2.53,Arts,Yes,Yes
161.0,Male,23.0,30.0,91.31,3.29,Arts,No,No
162.0,Male,22.0,11.0,90.04,3.19,Engineering,No,No
163.0,Female,24.0,30.0,81.49,2.8,Education,Yes,Yes
164.0,Female,19.0,31.0,60.82,2.73,Business,No,No
165.0,Female,19.0,24.0,75.91,2.69,Science,No,No
166.0,Male,23.0,9.0,79.86,3.23,Business,Yes,Yes
167.0,Female,22.0,3.0,76.25,2.88,Business,No,No
168.0,Male,21.0,31.0,63.01,3.66,Education,Yes,No
169.0,Male,19.0,37.0,75.76,3.34,Business,No,No
170.0,Female,21.0,36.0,74.56,2.14,Business,Yes,No
171.0,Female,24.0,24.0,99.82,3.28,Arts,No,Yes
172.0,Male,19.0,31.0,94.87,2.54,Education,No,No
173.0,Male,19.0,6.0,73.17,3.19,Engineering,Yes,No
174.0,Female,20.0,2.0,81.15,3.36,Science,Yes,No
175.0,Female,19.0,20.0,87.39,2.46,Business,Yes,No
176.0,Female,18.0,28.0,51.74,2.91,Science,Yes,Yes
177.0,Male,22.0,11.0,94.75,2.38,Engineering,No,No
178.0,Male,22.0,4.0,93.01,2.1,Science,No,Yes
179.0,Male,21.0,15.0,72.87,2.76,Engineering,Yes,No
180.0,Male,24.0,6.0,69.56,2.73,Arts,No,Yes
181.0,Male,19.0,30.0,63.65,3.99,Business,Yes,Yes
182.0,Male,18.0,38.0,73.83,2.89,Engineering,Yes,Yes
183.0,Female,21.0,2.0,52.22,2.67,Science,No,Yes
184.0,Male,20.0,15.0,92.61,3.16,Business,No,Yes
185.0,Male,21.0,11.0,51.77,2.18,Arts,Yes,No
186.0,Male,21.0,8.0,66.45,3.92,Business,Yes,No
187.0,Female,19.0,26.0,96.58,3.27,Engineering,Yes,No
188.0,Male,20.0,5.0,86.76,3.51,Arts,No,Yes
189.0,Male,21.0,6.0,64.07,2.34,Science,No,No
190.0,Female,18.0,26.0,62.63,2.82,Arts,No,Yes
191.0,Male,18.0,4.0,50.25,2.85,Arts,No,Yes
192.0,Male,22.0,19.0,84.79,3.64,Education,Yes,No
193.0,Male,20.0,20.0,52.44,2.0,Arts,Yes,No
194.0,Male,20.0,33.0,76.63,2.6,Arts,Yes,Yes
195.0,Male,22.0,20.0,98.11,3.96,Business,Yes,Yes
196.0,Female,21.0,12.0,55.47,2.95,Science,Yes,No
197.0,Female,20.0,1.0,94.72,2.77,Business,Yes,No
198.0,Female,18.0,26.0,99.57,2.24,Business,No,No
199.0,Male,18.0,14.0,53.08,3.95,Engineering,No,No
200.0,Male,19.0,38.0,94.15,2.04,Business,Yes,Yes
201.0,Male,20.0,37.0,75.8,3.47,Education,Yes,No
202.0,Female,21.0,11.0,95.33,3.54,Education,No,No
203.0,Male,22.0,36.0,78.57,2.49,Engineering,No,No
204.0,Male,22.0,13.0,83.11,3.34,Science,No,Yes
205.0,Female,21.0,3.0,77.19,2.19,Science,No,Yes
206.0,Male,24.0,33.0,93.22,2.51,Business,Yes,Yes
207.0,Female,23.0,6.0,86.7,3.58,Business,Yes,Yes
208.0,Female,19.0,10.0,76.06,3.73,Business,Yes,No
209.0,Female,22.0,5.0,93.41,3.22,Science,Yes,Yes
210.0,Male,20.0,23.0,62.26,3.01,Arts,Yes,No
211.0,Male,19.0,10.0,57.87,2.32,Education,No,No
212.0,Male,20.0,2.0,58.02,2.13,Arts,Yes,No
213.0,Male,24.0,13.0,66.7,2.24,Arts,No,No
214.0,Male,18.0,2.0,61.93,2.45,Science,Yes,Yes
215.0,Male,19.0,20.0,96.5,2.68,Arts,Yes,Yes
216.0,Male,22.0,1.0,55.29,2.76,Engineering,Yes,Yes
217.0,Female,19.0,37.0,84.95,2.69,Business,Yes,No
218.0,Male,19.0,9.0,59.46,2.48,Engineering,Yes,No
219.0,Female,19.0,17.0,94.08,3.02,Education,No,No
220.0,Male,23.0,9.0,98.07,3.65,Business,No,No
221.0,Male,19.0,11.0,73.27,2.56,Arts,No,No
222.0,Male,20.0,15.0,93.95,3.88,Education,Yes,Yes
223.0,Female,18.0,24.0,50.26,3.75,Business,Yes,No
224.0,Female,24.0,38.0,91.0,2.32,Arts,No,Yes
225.0,Female,21.0,35.0,61.43,3.57,Engineering,Yes,No
226.0,Female,19.0,30.0,95.44,3.15,Business,Yes,No
227.0,Male,22.0,31.0,50.06,3.13,Arts,No,Yes
228.0,Female,19.0,5.0,77.81,2.78,Engineering,Yes,Yes
229.0,Male,22.0,14.0,87.83,3.0,Education,No,No
230.0,Male,20.0,11.0,62.93,2.79,Education,Yes,No
231.0,Female,22.0,9.0,59.66,3.08,Education,No,No
232.0,Female,21.0,34.0,54.2,3.26,Education,Yes,No
233.0,Female,18.0,12.0,66.32,3.35,Science,Yes,Yes
234.0,Female,22.0,35.0,77.99,3.06,Business,No,No
235.0,Female,22.0,35.0,55.79,3.44,Business,Yes,Yes
236.0,Female,18.0,1.0,68.83,2.28,Science,Yes,No
237.0,Female,21.0,22.0,50.45,2.42,Arts,No,Yes
238.0,Female,19.0,29.0,90.93,3.64,Arts,Yes,Yes
239.0,Male,22.0,8.0,56.42,2.65,Education,No,No
240.0,Female,18.0,11.0,64.17,2.05,Engineering,Yes,Yes
241.0,Female,20.0,37.0,50.92,2.31,Arts,Yes,No
242.0,Male,18.0,14.0,71.61,2.45,Engineering,Yes,Yes
243.0,Female,20.0,30.0,92.01,3.91,Business,Yes,No
244.0,Male,21.0,35.0,69.61,3.15,Engineering,No,Yes
245.0,Male,19.0,21.0,58.97,3.87,Business,Yes,No
246.0,Female,18.0,37.0,87.68,3.15,Science,No,No
247.0,Male,24.0,5.0,89.44,2.96,Science,Yes,Yes
248.0,Male,24.0,19.0,58.69,2.63,Education,Yes,Yes
249.0,Male,23.0,14.0,88.54,3.21,Arts,Yes,Yes
250.0,Male,22.0,26.0,97.36,2.28,Education,Yes,Yes
251.0,Female,21.0,4.0,58.32,3.8,Business,No,No
252.0,Male,18.0,25.0,88.55,3.66,Education,No,Yes
253.0,Female,24.0,25.0,85.43,2.64,Engineering,No,No
254.0,Male,22.0,18.0,73.68,3.91,Business,No,Yes
255.0,Male,24.0,8.0,52.9,3.65,Science,Yes,No
256.0,Male,18.0,39.0,53.73,3.33,Arts,No,No
257.0,Male,20.0,14.0,92.62,2.24,Business,No,No
258.0,Female,18.0,32.0,99.51,2.96,Business,Yes,No
259.0,Female,23.0,38.0,83.8,3.01,Engineering,Yes,Yes
260.0,Male,18.0,33.0,72.3,2.47,Arts,Yes,Yes
261.0,Male,18.0,23.0,82.38,2.16,Science,Yes,No
262.0,Female,23.0,15.0,79.72,3.55,Business,No,Yes
263.0,Male,21.0,33.0,69.18,2.24,Business,No,Yes
264.0,Male,18.0,25.0,53.28,3.19,Engineering,Yes,No
265.0,Male,23.0,17.0,91.08,3.87,Education,Yes,Yes
266.0,Female,22.0,33.0,68.59,3.75,Science,Yes,Yes
267.0,Female,20.0,2.0,90.94,2.56,Arts,No,Yes
268.0,Female,20.0,14.0,62.63,3.7,Business,No,No
269.0,Male,18.0,39.0,50.05,2.0,Business,Yes,Yes
270.0,Male,21.0,6.0,57.95,2.04,Science,Yes,No
271.0,Female,21.0,6.0,73.43,3.21,Education,No,Yes
272.0,Female,22.0,3.0,97.22,2.73,Business,Yes,Yes
273.0,Female,18.0,7.0,55.11,2.77,Science,Yes,Yes
274.0,Female,20.0,8.0,92.71,3.13,Engineering,No,No
275.0,Male,21.0,15.0,76.35,2.38,Education,Yes,No
276.0,Female,18.0,29.0,91.3,2.42,Arts,No,Yes
277.0,Male,24.0,33.0,64.92,2.97,Business,Yes,No
278.0,Female,21.0,30.0,92.0,3.51,Science,Yes,Yes
279.0,Male,23.0,39.0,88.64,3.24,Engineering,No,No
280.0,Female,24.0,27.0,61.5,2.59,Arts,No,No
281.0,Female,21.0,36.0,56.57,2.86,Science,Yes,Yes
282.0,Female,20.0,29.0,93.4,2.34,Science,No,Yes
283.0,Female,19.0,38.0,98.16,2.15,Arts,Yes,Yes
284.0,Male,24.0,33.0,51.57,3.57,Engineering,Yes,Yes
285.0,Female,22.0,37.0,86.56,2.53,Engineering,No,No
286.0,Male,22.0,27.0,95.48,2.36,Education,Yes,No
287.0,Male,20.0,33.0,92.87,3.38,Business,Yes,No
288.0,Male,21.0,4.0,98.23,3.24,Arts,No,Yes
289.0,Male,18.0,22.0,88.0,3.27,Arts,No,Yes
290.0,Female,21.0,2.0,72.11,2.46,Arts,Yes,No
291.0,Male,20.0,10.0,65.6,2.47,Engineering,No,Yes
292.0,Male,22.0,5.0,66.04,2.44,Business,No,No
293.0,Male,21.0,10.0,86.22,2.35,Education,No,No
294.0,Female,22.0,33.0,87.29,3.31,Science,No,No
295.0,Female,24.0,38.0,60.02,3.7,Science,Yes,No
296.0,Female,18.0,13.0,93.41,3.45,Arts,Yes,No
297.0,Female,24.0,31.0,85.75,3.58,Business,Yes,Yes
298.0,Male,22.0,36.0,78.14,2.81,Engineering,No,Yes
299.0,Male,22.0,24.0,73.58,3.31,Business,No,Yes
300.0,Female,19.0,15.0,77.16,2.71,Business,No,No
301.0,Male,19.0,29.0,57.96,3.05,Engineering,No,No
302.0,Male,24.0,8.0,60.19,2.96,Arts,No,No
303.0,Male,23.0,5.0,54.56,2.35,Business,No,No
304.0,Female,24.0,29.0,57.68,2.77,Science,No,Yes
305.0,Female,19.0,4.0,72.68,3.93,Engineering,Yes,Yes
306.0,Male,22.0,12.0,76.52,2.5,Education,Yes,No
307.0,Female,20.0,2.0,50.89,2.27,Arts,No,No
308.0,Female,24.0,27.0,89.84,2.84,Engineering,No,No
309.0,Female,22.0,31.0,64.71,3.58,Education,No,Yes
310.0,Female,20.0,36.0,95.59,3.16,Education,Yes,Yes
311.0,Female,20.0,36.0,98.38,3.36,Business,Yes,Yes
312.0,Male,19.0,26.0,59.27,2.38,Business,No,No
313.0,Female,24.0,27.0,73.1,3.24,Business,No,No
314.0,Male,21.0,5.0,50.06,2.65,Engineering,Yes,Yes
315.0,Male,18.0,20.0,79.92,3.67,Engineering,Yes,No
316.0,Female,19.0,11.0,80.37,3.26,Arts,Yes,Yes
317.0,Male,19.0,10.0,62.38,2.4,Business,Yes,No
318.0,Male,21.0,38.0,77.92,2.13,Education,No,Yes
319.0,Male,18.0,6.0,61.28,2.09,Science,Yes,No
320.0,Female,22.0,8.0,58.04,2.74,Arts,Yes,Yes
321.0,Female,23.0,23.0,82.58,2.53,Engineering,No,Yes
322.0,Male,24.0,26.0,66.3,3.29,Arts,Yes,Yes
323.0,Female,23.0,12.0,79.51,3.0,Arts,Yes,Yes
324.0,Female,22.0,26.0,71.66,2.53,Arts,Yes,Yes
325.0,Female,19.0,13.0,99.22,2.3,Arts,No,Yes
326.0,Female,18.0,18.0,57.48,2.25,Science,Yes,No
327.0,Male,19.0,25.0,73.23,3.73,Business,No,No
328.0,Male,20.0,33.0,84.02,2.49,Education,No,No
329.0,Female,19.0,12.0,69.78,3.3,Arts,Yes,Yes
330.0,Female,19.0,36.0,98.73,3.62,Arts,Yes,Yes
331.0,Male,22.0,4.0,86.09,3.23,Arts,Yes,No
332.0,Male,22.0,5.0,82.85,3.72,Business,Yes,Yes
333.0,Female,22.0,37.0,87.85,2.78,Engineering,No,Yes
334.0,Male,23.0,8.0,97.63,3.91,Engineering,Yes,Yes
335.0,Female,20.0,28.0,95.39,2.27,Science,Yes,Yes
336.0,Female,22.0,31.0,86.21,2.2,Engineering,Yes,Yes
337.0,Male,18.0,9.0,87.46,3.32,Arts,No,No
338.0,Male,23.0,29.0,57.3,3.89,Arts,Yes,No
339.0,Female,21.0,14.0,55.14,3.62,Arts,Yes,No
340.0,Female,18.0,22.0,78.55,2.15,Science,No,No
341.0,Male,24.0,11.0,50.92,2.56,Arts,No,No
342.0,Female,24.0,23.0,74.12,3.86,Engineering,Yes,Yes
343.0,Male,18.0,1.0,60.52,2.51,Business,Yes,Yes
344.0,Female,22.0,37.0,67.3,3.56,Business,Yes,Yes
345.0,Male,21.0,21.0,88.79,3.65,Education,Yes,Yes
346.0,Male,21.0,26.0,97.06,2.99,Engineering,Yes,No
347.0,Male,23.0,36.0,53.62,2.77,Arts,No,No
348.0,Female,21.0,23.0,76.71,2.9,Business,No,No
349.0,Female,24.0,1.0,94.13,2.45,Engineering,Yes,Yes
350.0,Male,20.0,15.0,54.13,3.78,Business,Yes,No
351.0,Female,22.0,21.0,91.23,2.9,Arts,No,Yes
352.0,Male,21.0,9.0,67.89,3.76,Business,Yes,No
353.0,Male,23.0,9.0,66.1,2.21,Education,Yes,No
354.0,Female,24.0,10.0,98.87,3.98,Education,Yes,Yes
355.0,Female,20.0,26.0,60.04,2.89,Business,Yes,Yes
356.0,Male,19.0,35.0,84.66,2.1,Engineering,Yes,No
357.0,Female,19.0,25.0,91.07,2.08,Engineering,No,No
358.0,Female,20.0,26.0,52.06,3.49,Engineering,Yes,Yes
359.0,Male,24.0,11.0,83.52,3.32,Business,Yes,No
360.0,Male,23.0,38.0,97.58,3.6,Engineering,Yes,No
361.0,Female,20.0,2.0,56.21,2.21,Arts,No,Yes
362.0,Male,22.0,7.0,94.81,2.07,Education,No,No
363.0,Male,22.0,18.0,79.74,3.02,Arts,No,Yes
364.0,Female,19.0,27.0,80.83,2.78,Engineering,No,No
365.0,Male,21.0,34.0,80.65,2.92,Arts,Yes,Yes
366.0,Male,23.0,27.0,64.94,3.98,Engineering,No,No
367.0,Female,19.0,17.0,96.76,3.94,Business,Yes,Yes
368.0,Female,21.0,24.0,97.37,3.88,Arts,Yes,No
369.0,Male,21.0,25.0,81.27,3.57,Business,No,Yes
370.0,Male,22.0,7.0,89.17,2.71,Business,No,No
371.0,Female,24.0,6.0,80.61,2.82,Science,No,No
372.0,Female,18.0,24.0,74.22,3.1,Engineering,No,No
373.0,Female,24.0,33.0,83.04,3.66,Education,No,No
374.0,Female,18.0,29.0,77.65,2.14,Engineering,Yes,No
375.0,Male,20.0,22.0,79.87,2.85,Education,No,No
376.0,Female,22.0,26.0,89.19,2.17,Engineering,No,No
377.0,Female,21.0,28.0,74.05,3.03,Business,No,No
378.0,Male,23.0,21.0,52.04,3.8,Arts,Yes,No
379.0,Female,18.0,7.0,58.2,3.56,Arts,No,Yes
380.0,Male,24.0,17.0,71.93,2.46,Science,Yes,Yes
381.0,Female,21.0,20.0,86.24,3.95,Education,No,No
382.0,Female,18.0,20.0,79.66,3.33,Education,No,Yes
383.0,Female,18.0,22.0,82.51,2.02,Education,Yes,No
384.0,Male,18.0,28.0,73.96,2.51,Business,No,No
385.0,Male,23.0,7.0,80.79,2.52,Education,Yes,Yes
386.0,Female,22.0,1.0,66.45,2.14,Arts,Yes,No
387.0,Male,23.0,32.0,73.51,3.92,Business,Yes,No
388.0,Male,19.0,13.0,87.21,2.96,Engineering,No,Yes
389.0,Male,21.0,30.0,93.59,3.79,Education,No,Yes
390.0,Male,22.0,23.0,71.68,2.64,Education,No,No
391.0,Male,22.0,19.0,52.18,2.25,Engineering,Yes,Yes
392.0,Male,22.0,32.0,58.08,2.95,Education,No,Yes
393.0,Female,24.0,30.0,51.04,2.23,Engineering,Yes,No
394.0,Female,22.0,29.0,82.66,2.97,Business,No,Yes
395.0,Male,23.0,29.0,66.62,3.84,Arts,Yes,Yes
396.0,Female,22.0,30.0,77.12,3.04,Engineering,Yes,No
397.0,Female,20.0,16.0,74.66,3.23,Science,Yes,Yes
398.0,Female,21.0,19.0,54.08,2.31,Engineering,No,Yes
399.0,Female,22.0,18.0,70.16,2.09,Education,Yes,No
400.0,Male,21.0,1.0,61.03,2.22,Business,Yes,No
401.0,Female,20.0,14.0,70.92,3.2,Business,Yes,No
402.0,Female,20.0,2.0,60.18,2.19,Engineering,Yes,Yes
403.0,Male,21.0,28.0,92.02,2.75,Arts,Yes,No
404.0,Male,18.0,30.0,58.71,3.1,Science,Yes,No
405.0,Female,19.0,38.0,98.04,2.78,Business,No,Yes
406.0,Female,24.0,4.0,70.8,2.33,Education,No,No
407.0,Female,18.0,1.0,92.31,2.55,Education,Yes,No
408.0,Female,18.0,8.0,81.44,3.86,Arts,No,No
409.0,Female,23.0,29.0,86.77,3.35,Business,No,No
410.0,Female,24.0,39.0,88.39,2.99,Engineering,Yes,Yes
411.0,Male,24.0,3.0,75.24,2.03,Education,Yes,No
412.0,Female,18.0,32.0,77.17,3.98,Arts,Yes,No
413.0,Female,22.0,10.0,75.7,3.34,Business,No,Yes
414.0,Male,23.0,10.0,79.4,2.63,Business,Yes,No
415.0,Male,23.0,19.0,51.47,3.76,Business,No,Yes
416.0,Male,20.0,34.0,69.78,2.52,Business,Yes,Yes
417.0,Male,24.0,33.0,80.31,3.09,Business,No,Yes
418.0,Female,18.0,23.0,79.89,3.27,Education,Yes,No
419.0,Female,20.0,28.0,89.65,2.44,Arts,Yes,Yes
420.0,Female,21.0,32.0,82.75,3.96,Business,No,Yes
421.0,Female,19.0,7.0,99.61,3.5,Science,No,Yes
422.0,Female,23.0,29.0,64.19,3.12,Science,No,No
423.0,Female,21.0,8.0,67.96,2.36,Arts,No,No
424.0,Male,21.0,1.0,69.19,2.11,Engineering,No,No
425.0,Female,22.0,3.0,73.29,2.64,Engineering,No,No
